Index,priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,Yesterday Vol,,change%
NIFTY TOTAL MARKET,0,ANANDRATHI,ANANDRATHIEQN,2645,2648.5,2569.7,2602.6,2645.6,-43,-1.63,96781635288,2730,1594,96658,0,252782901.3,,4.666666667,-63.27478043,-29.98,31-Jul-24,https://nsearchives.nseindia.com/365d/ANANDRATHI-EQ.svg,01-Jul-25,25.47,112764,-16106,-14.28%
NIFTY TOTAL MARKET,0,ASTRAMICRO,ASTRAMICROEQN,958.6,979.3,936.2,944,959.6,-15.6,-1.63,79682417189,1195.9,584.2,164442,0,158074805.8,,21.06363408,-61.58849709,7.33,31-Jul-24,https://nsearchives.nseindia.com/365d/ASTRAMICRO-EQ.svg,01-Jul-25,-6.39,185000,-20558,-11.11%
NIFTY TOTAL MARKET,0,CERA,CERAEQN,6500,6574.5,6406,6438,6545,-107,-1.63,37036400827,10789.95,5060.05,8175,0,52982420.25,,40.33336577,-27.23194435,-26.73,31-Jul-24,https://nsearchives.nseindia.com/365d/CERA-EQ.svg,01-Jul-25,-3.59,13986,-5811,-41.55%
NIFTY TOTAL MARKET,0,UCOBANK,UCOBANKEQN,29.5,29.89,29,29.3,29.79,-0.49,-1.64,33245377840,57.34,26.81,5280228,0,155502714.6,,48.90129055,-9.287579261,-47.05,31-Jul-24,https://nsearchives.nseindia.com/365d/UCOBANK-EQ.svg,01-Jul-25,-9.54,5257271,22957,0.44%
NIFTY TOTAL MARKET,0,SUNTECK,SUNTECKEQN,392.9,402.15,386.3,386.3,392.9,-6.6,-1.68,20770158849,635,347,140482,0,55257189.88,,39.16535433,-11.32564841,-34.58,31-Jul-24,https://nsearchives.nseindia.com/365d/SUNTECK-EQ.svg,01-Jul-25,-10.57,182410,-41928,-22.99%
NIFTY TOTAL MARKET,0,BANSALWIRE,BANSALWIREEQN,393.5,405,389.05,390,396.7,-6.7,-1.69,13437507341,503.95,323.15,36792,0,14503038.48,,22.61137018,-20.68698747,12.54,31-Jul-24,https://nsearchives.nseindia.com/365d/BANSALWIRE-EQ.svg,01-Jul-25,1.99,60722,-23930,-39.41%
NIFTY TOTAL MARKET,0,NCC,NCCEQN,219.7,220.26,212.86,214,217.71,-3.71,-1.7,87282000829,364.5,170.05,2754912,0,597926100.5,,41.28943759,-25.84533961,-39.18,31-Jul-24,https://nsearchives.nseindia.com/365d/NCC-EQ.svg,01-Jul-25,-6.79,2116305,638607,30.18%
NIFTY TOTAL MARKET,0,MSTCLTD,MSTCLTDEQN,478.8,487.15,466.05,469.9,478.05,-8.15,-1.7,11514886719,955.55,411.1,149548,0,71374773.96,,50.8241327,-14.30308927,-48.79,31-Jul-24,https://nsearchives.nseindia.com/365d/MSTCLTD-EQ.svg,01-Jul-25,-11.47,200267,-50719,-25.33%
NIFTY TOTAL MARKET,0,JAIBALAJI,JAIBALAJIEQN,114.96,114.96,109.66,110.4,112.32,-1.92,-1.71,28722790400,236,99.06,333632,0,37470209.92,,53.22033898,-11.44760751,-,-,-,01-Jul-25,-11.13,258914,74718,28.86%
NIFTY TOTAL MARKET,0,CYIENT,CYIENTEQN,1205.6,1227,1178.1,1184.9,1205.6,-20.7,-1.72,99818850514,2157.45,1084.05,627523,0,757119050,,45.07868085,-9.303076426,-31.38,31-Jul-24,https://nsearchives.nseindia.com/365d/CYIENT-EQ.svg,01-Jul-25,-6.87,368176,259347,70.44%
NIFTY TOTAL MARKET,0,SOUTHBANK,SOUTHBANKEQN,29.71,29.8,29.1,29.2,29.71,-0.51,-1.72,75987484857,32.25,22.27,6311296,0,186246345,,9.457364341,-31.11809609,11.02,31-Jul-24,https://nsearchives.nseindia.com/365d/SOUTHBANK-EQ.svg,01-Jul-25,-5.98,6915204,-603908,-8.73%
NIFTY TOTAL MARKET,0,INFIBEAM,INFIBEAMEQN,15.67,15.84,15.28,15.4,15.67,-0.27,-1.72,23962958926,30.53,13.62,5612997,0,87394363.29,,49.55781199,-13.06901615,-50.14,31-Jul-24,https://nsearchives.nseindia.com/365d/INFIBEAM-EQ.svg,01-Jul-25,-6.5,5079415,533582,10.50%
NIFTY TOTAL MARKET,0,ASTERDM,ASTERDMEQN,608.75,609.95,592.2,594.45,604.9,-10.45,-1.73,1.33E+11,675,344.05,559309,0,334416444.2,,11.93333333,-72.78011917,74.3,31-Jul-24,https://nsearchives.nseindia.com/365d/ASTERDM-EQ.svg,01-Jul-25,2.58,2688715,-2129406,-79.20%
NIFTY TOTAL MARKET,0,BLUEDART,BLUEDARTEQN,5999.5,6028,5870,5890,5994,-104,-1.74,34747775240,9488.7,5365,21133,0,125392655.5,,37.92616481,-9.785647717,-26.68,31-Jul-24,https://nsearchives.nseindia.com/365d/BLUEDART-EQ.svg,01-Jul-25,-12.45,27024,-5891,-21.80%
NIFTY TOTAL MARKET,0,ACUTAAS,ACUTAASEQN,1351.9,1378.3,1288.2,1304.2,1327.4,-23.2,-1.75,63922914345,2644,1040.5,810285,0,1072533740,,50.67322239,-25.34358481,-,-,-,01-Jul-25,18.32,2101738,-1291453,-61.45%
NIFTY TOTAL MARKET,0,COHANCE,COHANCEEQN,989,998.3,954,981,998.45,-17.45,-1.75,1.25E+11,1360,915.75,293950,0,285058012.5,,27.86764706,-7.125307125,-,-,-,01-Jul-25,3.97,410439,-116489,-28.38%
NIFTY TOTAL MARKET,0,JBCHEPHARM,JBCHEPHARMEQN,1769.3,1769.3,1731.2,1738.2,1769.3,-31.1,-1.76,1.41E+11,2030,1385.75,376454,0,656057679.4,,14.37438424,-25.43388057,-8.07,31-Jul-24,https://nsearchives.nseindia.com/365d/JBCHEPHARM-EQ.svg,01-Jul-25,7.52,284451,92003,32.34%
NIFTY TOTAL MARKET,0,LTFOODS,LTFOODSEQN,485.5,490.05,471.2,476.9,486.45,-8.55,-1.76,65372876930,518.55,288.25,739168,0,354194522.2,,8.032012342,-65.44666088,66.08,31-Jul-24,https://nsearchives.nseindia.com/365d/LTFOODS-EQ.svg,01-Jul-25,2.21,868110,-128942,-14.85%
NIFTY TOTAL MARKET,0,AEGISLOG,AEGISLOGEQN,720,722.7,705,707,719.7,-12.7,-1.76,88617361014,1037,609.85,333288,0,237401042.4,,31.82256509,-15.93014676,-13.25,31-Jul-24,https://nsearchives.nseindia.com/365d/AEGISLOG-EQ.svg,01-Jul-25,-3.34,302843,30445,10.05%
NIFTY TOTAL MARKET,0,CESC,CESCEQN,169,169.51,164.69,166.49,169.51,-3.02,-1.78,1.05E+11,212.49,119,4702449,0,786343521.8,,21.64807756,-39.90756303,-1.74,31-Jul-24,https://nsearchives.nseindia.com/365d/CESC-EQ.svg,01-Jul-25,-3.93,6059279,-1356830,-22.39%
NIFTY TOTAL MARKET,0,TRITURBINE,TRITURBINEEQN,598.95,606,584.35,588.6,599.3,-10.7,-1.79,67678849503,885,460.3,442063,0,262890445.5,,33.49152542,-27.87312622,0.79,31-Jul-24,https://nsearchives.nseindia.com/365d/TRITURBINE-EQ.svg,01-Jul-25,-1.11,315045,127018,40.32%
NIFTY TOTAL MARKET,0,IRCON,IRCONEQN,177.94,178.59,174,174.15,177.36,-3.21,-1.81,56587761480,296.5,134.24,1791232,0,315328481.3,,41.26475548,-29.73033373,-38.58,31-Jul-24,https://nsearchives.nseindia.com/365d/IRCON-EQ.svg,01-Jul-25,-12.91,1722952,68280,3.96%
NIFTY TOTAL MARKET,0,AETHER,AETHEREQN,767.5,773.9,751.1,753,766.95,-13.95,-1.82,18193825631,1071,725,66016,0,50170179.52,,29.69187675,-3.862068966,-14.23,31-Jul-24,https://nsearchives.nseindia.com/365d/AETHER-EQ.svg,01-Jul-25,1.21,96889,-30873,-31.86%
NIFTY TOTAL MARKET,0,PAISALO,PAISALOEQN,31.08,31.67,30.33,30.51,31.08,-0.57,-1.83,17305151449,70,29.38,7498069,0,232515119.7,,56.41428571,-3.846153846,-54.21,31-Jul-24,https://nsearchives.nseindia.com/365d/PAISALO-EQ.svg,01-Jul-25,-2.17,6730166,767903,11.41%
NIFTY TOTAL MARKET,0,SKFINDIA,SKFINDIAEQN,4920,4920,4801.5,4810,4900.6,-90.6,-1.85,1.11E+11,5738,3541,19901,0,96739756.05,,16.17288254,-35.83733409,-12.54,31-Jul-24,https://nsearchives.nseindia.com/365d/SKFINDIA-EQ.svg,01-Jul-25,0.39,18292,1609,8.80%
NIFTY TOTAL MARKET,0,MANINFRA,MANINFRAEQN,174.5,175.6,171.16,171.16,174.38,-3.22,-1.85,21184013806,262.8,135.1,212323,0,36876258.64,,34.87062405,-26.69133975,-14.01,31-Jul-24,https://nsearchives.nseindia.com/365d/MANINFRA-EQ.svg,01-Jul-25,-4.05,320076,-107753,-33.66%
NIFTY TOTAL MARKET,0,ASHOKA,ASHOKAEQN,202,202.03,196.5,197.57,201.31,-3.74,-1.86,25233711785,319,159.34,436120,0,86914354.8,,38.06583072,-23.99271997,-21.18,31-Jul-24,https://nsearchives.nseindia.com/365d/ASHOKA-EQ.svg,01-Jul-25,-7.13,358017,78103,21.82%
NIFTY TOTAL MARKET,0,BAJAJHIND,BAJAJHINDEQN,23.2,23.48,22.9,22.9,23.34,-0.44,-1.89,20566057616,46.1,16.5,3791091,0,87801667.56,,50.32537961,-38.78787879,-47.3,31-Jul-24,https://nsearchives.nseindia.com/365d/BAJAJHIND-EQ.svg,01-Jul-25,-9.22,5209743,-1418652,-27.23%
NIFTY TOTAL MARKET,0,SUDARSCHEM,SUDARSCHEMEQN,1430,1456,1407.2,1408.3,1435.7,-27.4,-1.91,81264329379,1469,796.15,204484,0,292892657.4,,4.132062628,-76.88877724,53.25,31-Jul-24,https://nsearchives.nseindia.com/365d/SUDARSCHEM-EQ.svg,01-Jul-25,12.54,386067,-181583,-47.03%
NIFTY TOTAL MARKET,0,MOIL,MOILEQN,342.4,342.4,332.5,336.2,342.75,-6.55,-1.91,24131347678,519,274.05,738214,0,247936554,,35.22157996,-22.67834337,-30.29,31-Jul-24,https://nsearchives.nseindia.com/365d/MOIL-EQ.svg,01-Jul-25,-10.92,802591,-64377,-8.02%
NIFTY TOTAL MARKET,0,ELGIEQUIP,ELGIEQUIPEQN,569.3,571.2,555,557.5,568.35,-10.85,-1.91,1.20E+11,752.95,401,182734,0,102667270.6,,25.95789893,-39.02743142,-17.96,31-Jul-24,https://nsearchives.nseindia.com/365d/ELGIEQUIP-EQ.svg,01-Jul-25,6.17,248844,-66110,-26.57%
NIFTY TOTAL MARKET,0,INDIACEM,INDIACEMEQN,366.7,370,360,362,369.1,-7.1,-1.92,17551221354,382,238.85,255298,0,93262912.38,,5.235602094,-51.55955621,1.33,31-Jul-24,https://nsearchives.nseindia.com/365d/INDIACEM-EQ.svg,01-Jul-25,6.61,617578,-362280,-58.66%
NIFTY TOTAL MARKET,0,ROUTE,ROUTEEQN,906.8,906.8,883,884.9,902.3,-17.4,-1.93,14015744447,1707,861.9,107008,0,95139742.72,,48.16051552,-2.668523031,-44.56,31-Jul-24,https://nsearchives.nseindia.com/365d/ROUTE-EQ.svg,01-Jul-25,-12.08,63213,43795,69.28%
NIFTY TOTAL MARKET,0,PARKHOTELS,PARKHOTELSEQN,156.32,156.54,151.84,152.05,155.05,-3,-1.93,9421445894,206.2,129,592216,0,91455916.88,,26.26091174,-17.86821705,-17.32,31-Jul-24,https://nsearchives.nseindia.com/365d/PARKHOTELS-EQ.svg,01-Jul-25,-5.09,1244018,-651802,-52.39%
NIFTY TOTAL MARKET,0,INGERRAND,INGERRANDEQN,3867,3896.3,3734.1,3789.4,3863.8,-74.4,-1.93,29689784631,4694,3055,10544,0,40151552,,19.27141031,-24.03927987,-12.42,31-Jul-24,https://nsearchives.nseindia.com/365d/INGERRAND-EQ.svg,01-Jul-25,0.91,6869,3675,53.50%
NIFTY TOTAL MARKET,0,GSPL,GSPLEQN,316.75,317.55,308.25,309.1,315.25,-6.15,-1.95,1.03E+11,469.7,261.45,230309,0,71766587.49,,34.19203747,-18.22528208,-7.07,31-Jul-24,https://nsearchives.nseindia.com/365d/GSPL-EQ.svg,01-Jul-25,-5.94,179614,50695,28.22%
NIFTY TOTAL MARKET,0,LATENTVIEW,LATENTVIEWEQN,412.9,412.9,400.4,402,410,-8,-1.95,28748937977,527.5,341.2,111304,0,45179406.64,,23.79146919,-17.81946073,-20.28,31-Jul-24,https://nsearchives.nseindia.com/365d/LATENTVIEW-EQ.svg,01-Jul-25,-0.02,127775,-16471,-12.89%
NIFTY TOTAL MARKET,0,NUVOCO,NUVOCOEQN,427.35,437.55,422.1,422.1,430.55,-8.45,-1.96,42183983134,438.4,287.05,383450,0,164714782,,3.718065693,-47.04755269,21.4,31-Jul-24,https://nsearchives.nseindia.com/365d/NUVOCO-EQ.svg,01-Jul-25,20.28,791965,-408515,-51.58%
NIFTY TOTAL MARKET,0,APLLTD,APLLTDEQN,977.9,978.75,947.6,958.7,977.9,-19.2,-1.96,53369715864,1303.9,725.2,79538,0,76272169.72,,26.47442289,-32.19801434,-17.1,31-Jul-24,https://nsearchives.nseindia.com/365d/APLLTD-EQ.svg,01-Jul-25,-3.38,54884,24654,44.92%
NIFTY TOTAL MARKET,0,LEMONTREE,LEMONTREEEQN,150,151.63,146.1,146.84,149.79,-2.95,-1.97,72520773345,162.4,112.29,1878179,0,279435471.6,,9.581280788,-30.76854573,-0.52,31-Jul-24,https://nsearchives.nseindia.com/365d/LEMONTREE-EQ.svg,01-Jul-25,7.38,1684861,193318,11.47%
NIFTY TOTAL MARKET,0,GSFC,GSFCEQN,204.8,206.45,199,199.82,203.83,-4.01,-1.97,44444958912,249.4,158.3,1095798,0,222074422.7,,19.87971131,-26.22867972,-17.18,31-Jul-24,https://nsearchives.nseindia.com/365d/GSFC-EQ.svg,01-Jul-25,-1.4,886728,209070,23.58%
NIFTY TOTAL MARKET,0,ZENSARTECH,ZENSARTECHEQN,803,805.3,785.75,790.15,806.15,-16,-1.98,90187253614,984.95,535.85,357788,0,285507668.2,,19.77765369,-47.45731081,1.61,31-Jul-24,https://nsearchives.nseindia.com/365d/ZENSARTECH-EQ.svg,01-Jul-25,-4.1,433993,-76205,-17.56%
NIFTY TOTAL MARKET,0,NAVA,NAVAEQN,628.05,639,615,617,629.55,-12.55,-1.99,85296111974,673.9,356.05,557675,0,351285059.3,,8.443389227,-73.29026822,-31.19,31-Jul-24,https://nsearchives.nseindia.com/365d/NAVA-EQ.svg,01-Jul-25,6.15,1056962,-499287,-47.24%
NIFTY TOTAL MARKET,0,GREENPLY,GREENPLYEQN,325.6,332,315,316,322.4,-6.4,-1.99,18713909633,411.95,245.1,155689,0,50373175.95,,23.29166161,-28.92696858,-9.32,31-Jul-24,https://nsearchives.nseindia.com/365d/GREENPLY-EQ.svg,01-Jul-25,1.46,229278,-73589,-32.10%
NIFTY TOTAL MARKET,0,IXIGO,IXIGOEQN,235.69,237.87,227,229.11,233.78,-4.67,-2,35533962299,237.87,117,2393911,0,558954279.4,,3.682683819,-95.82051282,34.62,31-Jul-24,https://nsearchives.nseindia.com/365d/IXIGO-EQ.svg,01-Jul-25,32.82,4374809,-1980898,-45.28%
NIFTY TOTAL MARKET,0,CAMS,CAMSEQN,3737,3748.8,3636.1,3660,3736.8,-76.8,-2.06,1.75E+11,5367.5,3031.05,557332,0,2044984868,,31.81183046,-20.75023507,-17.59,31-Jul-24,https://nsearchives.nseindia.com/365d/CAMS-EQ.svg,01-Jul-25,-11.93,996782,-439450,-44.09%
NIFTY TOTAL MARKET,0,MINDACORP,MINDACORPEQN,499,503.1,482.5,489,499.3,-10.3,-2.06,39144921825,652,453.65,233879,0,114766764.1,,25,-7.792350931,1.22,31-Jul-24,https://nsearchives.nseindia.com/365d/MINDACORP-EQ.svg,01-Jul-25,-4.26,173019,60860,35.18%
NIFTY TOTAL MARKET,0,SARDAEN,SARDAENEQN,447,450.8,438.1,438.3,447.5,-9.2,-2.06,40178596484,563.45,245,210761,0,93632681.86,,22.21137634,-78.89795918,65.94,31-Jul-24,https://nsearchives.nseindia.com/365d/SARDAEN-EQ.svg,01-Jul-25,2.36,214624,-3863,-1.80%
NIFTY TOTAL MARKET,0,KARURVYSYA,KARURVYSYAEQN,263.55,264.65,258,258.15,263.6,-5.45,-2.07,2.02E+11,277.5,185.55,1202004,0,312701340.6,,6.972972973,-39.12691997,14.22,31-Jul-24,https://nsearchives.nseindia.com/365d/KARURVYSYA-EQ.svg,01-Jul-25,-3.78,1977893,-775889,-39.23%
NIFTY TOTAL MARKET,0,TEXRAIL,TEXRAILEQN,147,148.6,143.59,144.1,147.15,-3.05,-2.07,29313560993,276.1,119.06,868367,0,126911837.1,,47.80876494,-21.03141273,-45.23,31-Jul-24,https://nsearchives.nseindia.com/365d/TEXRAIL-EQ.svg,01-Jul-25,-16.85,772697,95670,12.38%
NIFTY TOTAL MARKET,0,AVANTIFEED,AVANTIFEEDEQN,678.1,682.8,657.25,666.95,681.1,-14.15,-2.08,26653974412,964.2,541.5,334506,0,224065499,,30.82866625,-23.16712835,0.07,31-Jul-24,https://nsearchives.nseindia.com/365d/AVANTIFEED-EQ.svg,01-Jul-25,-5.26,1485825,-1151319,-77.49%
NIFTY TOTAL MARKET,0,J&KBANK,J&KBANKEQN,104.22,104.58,101.5,101.95,104.12,-2.17,-2.08,45333952595,123.7,86.61,1914706,0,197444482.7,,17.58286176,-17.71158065,-4.97,31-Jul-24,https://nsearchives.nseindia.com/365d/J&KBANK-EQ.svg,01-Jul-25,-10.8,2844762,-930056,-32.69%
NIFTY TOTAL MARKET,0,ATUL,ATULEQN,6640,6673,6473,6490,6629,-139,-2.1,1.03E+11,8180,4752,56753,0,369358739.5,,20.6601467,-36.57407407,-16.81,31-Jul-24,https://nsearchives.nseindia.com/365d/ATUL-EQ.svg,01-Jul-25,-10.52,12178,44575,366.03%
NIFTY TOTAL MARKET,0,JINDALSAW,JINDALSAWEQN,210.75,212,204.52,206.02,210.43,-4.41,-2.1,47685474219,383.85,199.62,1431024,0,296908859.5,,46.32799271,-3.206091574,-67.54,31-Jul-24,https://nsearchives.nseindia.com/365d/JINDALSAW-EQ.svg,01-Jul-25,-11.97,1125735,305289,27.12%
NIFTY TOTAL MARKET,0,GODIGIT,GODIGITEQN,374,374,361.9,362.15,370.05,-7.9,-2.13,86467507236,407.4,264.6,862464,0,318344087,,11.10702013,-36.86696901,5.53,31-Jul-24,https://nsearchives.nseindia.com/365d/GODIGIT-EQ.svg,01-Jul-25,8.31,907131,-44667,-4.92%
