Index,priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,Yesterday Vol,,change%
NIFTY TOTAL MARKET,0,FIVESTAR,FIVESTAREQN,598.7,612.65,592,600.1,593.8,6.3,1.06,1.12E+11,943.75,592,1139769,0,686836197.1,,36.41324503,-1.368243243,-21.56,31-Jul-24,https://nsearchives.nseindia.com/365d/FIVESTAR-EQ.svg,01-Jul-25,-22.22,1457114,-317345,-21.78%
NIFTY TOTAL MARKET,0,ENTERO,ENTEROEQN,1285,1313.9,1277,1300,1286.6,13.4,1.04,20979990605,1584.25,1080,62811,0,81538099.65,,17.94224396,-20.37037037,7.59,31-Jul-24,https://nsearchives.nseindia.com/365d/ENTERO-EQ.svg,01-Jul-25,13.08,50031,12780,25.54%
NIFTY TOTAL MARKET,0,PARADEEP,PARADEEPEQN,216.51,221.7,213.67,217.6,215.44,2.16,1,77972121269,234.39,78.81,14577550,0,3179946757,,7.163274884,-176.107093,134.58,31-Jul-24,https://nsearchives.nseindia.com/365d/PARADEEP-EQ.svg,01-Jul-25,35.41,20116479,-5538929,-27.53%
NIFTY TOTAL MARKET,0,KIMS,KIMSEQN,755.2,763.1,748.35,758,751.2,6.8,0.91,1.86E+11,798.4,412,284790,0,215449330.8,,5.06012024,-83.98058252,-65.01,31-Jul-24,https://nsearchives.nseindia.com/365d/KIMS-EQ.svg,01-Jul-25,9.46,257226,27564,10.72%
NIFTY TOTAL MARKET,0,EPL,EPLEQN,222.96,231.39,220.21,225,222.96,2.04,0.91,31203874059,289.9,175.28,524246,0,119098206.3,,22.38703001,-28.3660429,-1.17,31-Jul-24,https://nsearchives.nseindia.com/365d/EPL-EQ.svg,01-Jul-25,-8.19,424633,99613,23.46%
NIFTY TOTAL MARKET,0,INOXWIND,INOXWINDEQN,151.98,156,151.15,152.1,150.74,1.36,0.9,1.46E+11,259.31,129.03,8489038,0,1305698935,,41.34433689,-17.87956289,-17.91,31-Jul-24,https://nsearchives.nseindia.com/365d/INOXWIND-EQ.svg,01-Jul-25,-12.85,5340070,3148968,58.97%
NIFTY TOTAL MARKET,0,DELHIVERY,DELHIVERYEQN,427,437.75,424.5,429.05,425.25,3.8,0.89,2.21E+11,449.45,236.53,3932117,0,1699775537,,4.538880854,-81.39348074,5.26,31-Jul-24,https://nsearchives.nseindia.com/365d/DELHIVERY-EQ.svg,01-Jul-25,10.76,6815743,-2883626,-42.31%
NIFTY TOTAL MARKET,0,POLYMED,POLYMEDEQN,1947.9,1959,1895.5,1955,1937.8,17.2,0.89,74400100405,3357.8,1810.15,395020,0,754223536.6,,41.77735422,-8.002099274,3.54,31-Jul-24,https://nsearchives.nseindia.com/365d/POLYMED-EQ.svg,01-Jul-25,-14.6,148777,246243,165.51%
NIFTY TOTAL MARKET,0,SBCL,SBCLEQN,531,548.75,531,535.55,531,4.55,0.86,20237337678,729.8,342,72288,0,39237203.52,,26.61688134,-56.59356725,-17.47,31-Jul-24,https://nsearchives.nseindia.com/365d/SBCL-EQ.svg,01-Jul-25,-5.46,55312,16976,30.69%
NIFTY TOTAL MARKET,0,AVALON,AVALONEQN,849.9,883,843,853,845.85,7.15,0.85,21386175652,1073.75,425,330449,0,287137049.6,,20.55878929,-100.7058824,62.06,31-Jul-24,https://nsearchives.nseindia.com/365d/AVALON-EQ.svg,01-Jul-25,2.84,234832,95617,40.72%
NIFTY TOTAL MARKET,0,HATHWAY,HATHWAYEQN,14.9,15.44,14.85,15.1,14.98,0.12,0.8,6682144488,24.53,11.94,4689861,0,70957596.93,,38.4427232,-26.46566164,-37.82,31-Jul-24,https://nsearchives.nseindia.com/365d/HATHWAY-EQ.svg,01-Jul-25,-6.43,2897302,1792559,61.87%
NIFTY TOTAL MARKET,0,PCBL,PCBLEQN,394.55,403.6,392.05,397.05,394,3.05,0.77,69587747893,584.4,323.3,1162129,0,463468666.5,,32.05852156,-22.81163006,21.14,31-Jul-24,https://nsearchives.nseindia.com/365d/PCBL-EQ.svg,01-Jul-25,-4.98,775135,386994,49.93%
NIFTY TOTAL MARKET,0,LALPATHLAB,LALPATHLABEQN,3190,3215.9,3108,3175,3150.9,24.1,0.76,1.18E+11,3653.95,2293.55,204246,0,647670193.4,,13.10773273,-38.43168887,1.95,31-Jul-24,https://nsearchives.nseindia.com/365d/LALPATHLAB-EQ.svg,01-Jul-25,13.59,271004,-66758,-24.63%
NIFTY TOTAL MARKET,0,SHAKTIPUMP,SHAKTIPUMPEQN,899,915,889,898,891.5,6.5,0.73,52966949597,1387,651.75,435523,0,392563011.3,,35.25594809,-37.78289221,-79.16,31-Jul-24,https://nsearchives.nseindia.com/365d/SHAKTIPUMP-EQ.svg,01-Jul-25,-6.62,222355,213168,95.87%
NIFTY TOTAL MARKET,0,GPPL,GPPLEQN,158.23,163.5,158.1,159.35,158.23,1.12,0.71,43111432289,250.69,122.5,1731678,0,279891115.1,,36.43543819,-30.08163265,-31.21,31-Jul-24,https://nsearchives.nseindia.com/365d/GPPL-EQ.svg,01-Jul-25,-1.51,547600,1184078,216.23%
NIFTY TOTAL MARKET,0,THANGAMAYL,THANGAMAYLEQN,1897,1925,1877.9,1904.1,1890.6,13.5,0.71,22786981730,2572.82,1523.1,42894,0,81705778.02,,25.99171337,-25.0147725,4.89,31-Jul-24,https://nsearchives.nseindia.com/365d/THANGAMAYL-EQ.svg,01-Jul-25,0.42,29702,13192,44.41%
NIFTY TOTAL MARKET,0,SENCO,SENCOEQN,312.6,318.4,307.55,315,312.8,2.2,0.7,18377670881,772,227.4,465014,0,145972544.7,,59.19689119,-38.52242744,-67.77,31-Jul-24,https://nsearchives.nseindia.com/365d/SENCO-EQ.svg,01-Jul-25,-8.2,481576,-16562,-3.44%
NIFTY TOTAL MARKET,0,SAMHI,SAMHIEQN,226.1,234.8,225.9,227.57,226.01,1.56,0.69,37972079611,254.5,121.1,1315828,0,303653627.6,,10.58153242,-87.91907514,23.67,31-Jul-24,https://nsearchives.nseindia.com/365d/SAMHI-EQ.svg,01-Jul-25,1.99,801793,514035,64.11%
NIFTY TOTAL MARKET,0,POWERMECH,POWERMECHEQN,3139,3184,3112.8,3145,3125.6,19.4,0.62,41479072540,3725,1700,53190,0,167917106.7,,15.5704698,-85,-49.56,31-Jul-24,https://nsearchives.nseindia.com/365d/POWERMECH-EQ.svg,01-Jul-25,-4.97,71373,-18183,-25.48%
NIFTY TOTAL MARKET,0,JAICORPLTD,JAICORPLTDEQN,109,109.12,106.5,106.77,111.11,0.66,0.62,4803451497,406.65,81.49,666158,0,71851801.88,,73.7440059,-31.02221131,-70.84,31-Jul-24,https://nsearchives.nseindia.com/365d/JAICORPLTD-EQ.svg,01-Jul-25,-1.69,2498892,-1832734,-73.34%
NIFTY TOTAL MARKET,0,ECLERX,ECLERXEQN,3815,3943,3750,3790,3767.2,22.8,0.61,80695745044,3943,2168,245463,0,946095404.8,,3.880294192,-74.81549815,57.26,31-Jul-24,https://nsearchives.nseindia.com/365d/ECLERX-EQ.svg,01-Jul-25,8.48,60394,185069,306.44%
NIFTY TOTAL MARKET,0,CIEINDIA,CIEINDIAEQN,404.3,411.9,402,404.5,402.15,2.35,0.58,51323736629,602.85,356.75,125211,0,51063550.02,,32.9020486,-13.3847232,-31.65,31-Jul-24,https://nsearchives.nseindia.com/365d/CIEINDIA-EQ.svg,01-Jul-25,-9.63,86729,38482,44.37%
NIFTY TOTAL MARKET,0,CSBBANK,CSBBANKEQN,425.95,427.9,416.35,422.2,420.2,2,0.48,41850990808,434.05,272.75,116647,0,49191206.37,,2.730100219,-54.79376719,28.11,31-Jul-24,https://nsearchives.nseindia.com/365d/CSBBANK-EQ.svg,01-Jul-25,5.87,494960,-378313,-76.43%
NIFTY TOTAL MARKET,0,BATAINDIA,BATAINDIAEQN,1191.2,1195.1,1185,1187.9,1191.3,5.6,0.47,75636156171,1628,1140.3,36952,0,43917821.52,,27.03316953,-4.174340086,-25.37,31-Jul-24,https://nsearchives.nseindia.com/365d/BATAINDIA-EQ.svg,01-Jul-25,-3.3,52449,-15497,-29.55%
NIFTY TOTAL MARKET,0,SFL,SFLEQN,667.5,678.7,663.9,665.1,662.25,2.85,0.43,24806982524,1058.7,618.75,69036,0,46508862.84,,37.17767073,-7.490909091,-35.3,31-Jul-24,https://nsearchives.nseindia.com/365d/SFL-EQ.svg,01-Jul-25,-7.42,46441,22595,48.65%
NIFTY TOTAL MARKET,0,PRAJIND,PRAJINDEQN,470.3,476.8,467.25,469,467.05,1.95,0.42,57644670927,875,443.9,439046,0,206672123.6,,46.4,-5.654426673,-33.78,31-Jul-24,https://nsearchives.nseindia.com/365d/PRAJIND-EQ.svg,01-Jul-25,-7,298701,140345,46.99%
NIFTY TOTAL MARKET,0,VIJAYA,VIJAYAEQN,1074.8,1094.4,1061.8,1079.5,1075.05,4.4,0.41,52035441795,1275,740,347466,0,376913743.5,,15.33333333,-45.87837838,35.97,31-Jul-24,https://nsearchives.nseindia.com/365d/VIJAYA-EQ.svg,01-Jul-25,9.64,314926,32540,10.33%
NIFTY TOTAL MARKET,0,KSB,KSBEQN,835,852,835,842,838.6,3.4,0.41,44010812051,980,582.25,44286,0,37392884.1,,14.08163265,-44.61142121,-12.8,31-Jul-24,https://nsearchives.nseindia.com/365d/KSB-EQ.svg,01-Jul-25,-0.04,30966,13320,43.01%
NIFTY TOTAL MARKET,0,ARVINDFASN,ARVINDFASNEQN,554,564.3,548,559.5,557.25,2.25,0.4,48037169330,639.7,320.2,446120,0,248551296.8,,12.53712678,-74.73454091,8.88,31-Jul-24,https://nsearchives.nseindia.com/365d/ARVINDFASN-EQ.svg,01-Jul-25,15.52,741899,-295779,-39.87%
NIFTY TOTAL MARKET,0,BIKAJI,BIKAJIEQN,750.5,763.8,746.55,753,750,3,0.4,47277860628,1007.95,558.8,120246,0,90910785.84,,25.29391339,-34.75304223,4.87,31-Jul-24,https://nsearchives.nseindia.com/365d/BIKAJI-EQ.svg,01-Jul-25,1.19,169109,-48863,-28.89%
NIFTY TOTAL MARKET,0,JKLAKSHMI,JKLAKSHMIEQN,971.95,990,966.7,975,971.35,3.65,0.38,60357648353,1021.2,660.5,263061,0,256800148.2,,4.524089307,-47.61544285,9.51,31-Jul-24,https://nsearchives.nseindia.com/365d/JKLAKSHMI-EQ.svg,01-Jul-25,2.02,99513,163548,164.35%
NIFTY TOTAL MARKET,0,ABREL,ABRELEQN,1884.7,1915.6,1868.4,1891.8,1884.7,7.1,0.38,98665903238,3140,1638,61998,0,117322535.3,,39.75159236,-15.49450549,-,-,-,01-Jul-25,-21.83,91635,-29637,-32.34%
NIFTY TOTAL MARKET,0,GANECOS,GANECOSEQN,1485,1498.9,1472.1,1490.5,1484.9,5.6,0.38,23166903517,2484.2,1244.75,62050,0,92192028.5,,40.00080509,-19.74292027,-7.68,31-Jul-24,https://nsearchives.nseindia.com/365d/GANECOS-EQ.svg,01-Jul-25,0.31,47275,14775,31.25%
NIFTY TOTAL MARKET,0,ERIS,ERISEQN,1808.4,1850,1793.9,1805.5,1798.9,6.6,0.37,97124429720,1910,1051.05,96925,0,176239696.8,,5.471204188,-71.78060035,58.81,31-Jul-24,https://nsearchives.nseindia.com/365d/ERIS-EQ.svg,01-Jul-25,7.29,52398,44527,84.98%
NIFTY TOTAL MARKET,0,IKS,IKSEQN,1649.9,1649.9,1535.2,1592.5,1587,5.5,0.35,41646848496,2189,1236.8,511883,0,815219747,,27.24988579,-28.75970246,-,-,-,01-Jul-25,-2.57,195725,316158,161.53%
NIFTY TOTAL MARKET,0,INDIAMART,INDIAMARTEQN,2597,2609.5,2581.2,2598.3,2589.2,9.1,0.35,79130366133,3176,1900.1,61705,0,160263928.3,,18.1895466,-36.74543445,-12.08,31-Jul-24,https://nsearchives.nseindia.com/365d/INDIAMART-EQ.svg,01-Jul-25,-0.33,52545,9160,17.43%
NIFTY TOTAL MARKET,0,EIHOTEL,EIHOTELEQN,375,384,375,376.8,375.5,1.3,0.35,74501892316,444.9,305,156659,0,59439557.78,,15.30681052,-23.54098361,-14.79,31-Jul-24,https://nsearchives.nseindia.com/365d/EIHOTEL-EQ.svg,01-Jul-25,2.15,192858,-36199,-18.77%
NIFTY TOTAL MARKET,0,DODLA,DODLAEQN,1275,1311.4,1274.2,1276,1271.9,4.1,0.32,30259932617,1525,965.5,45584,0,59057262.88,,16.32786885,-32.15950285,6.4,31-Jul-24,https://nsearchives.nseindia.com/365d/DODLA-EQ.svg,01-Jul-25,-11.53,41867,3717,8.88%
NIFTY TOTAL MARKET,0,TIIL,TIILEQN,3130,3228.1,3124.5,3130,3120.2,9.8,0.31,17870196501,3933,2050,5595,0,17627271.3,,20.41698449,-52.68292683,-15.81,31-Jul-24,https://nsearchives.nseindia.com/365d/TIIL-EQ.svg,01-Jul-25,-2.49,28902,-23307,-80.64%
NIFTY TOTAL MARKET,0,VGUARD,VGUARDEQN,380.15,383.5,371,383,382.05,0.95,0.25,70020490494,577.45,300,157391,0,59174294.27,,33.67391116,-27.66666667,-16.89,31-Jul-24,https://nsearchives.nseindia.com/365d/VGUARD-EQ.svg,01-Jul-25,-1.22,226363,-68972,-30.47%
NIFTY TOTAL MARKET,0,BORORENEW,BORORENEWEQN,613,627.6,608.15,615,613.5,1.5,0.24,28939132843,659.9,402.8,436200,0,270164832,,6.804061221,-52.68123138,9.95,31-Jul-24,https://nsearchives.nseindia.com/365d/BORORENEW-EQ.svg,01-Jul-25,24.06,509273,-73073,-14.35%
NIFTY TOTAL MARKET,0,AHLUCONT,AHLUCONTEQN,1020,1035.9,1003.7,1025.1,1022.7,2.4,0.23,30655191657,1441,620,55580,0,56517078.8,,28.86190146,-65.33870968,-27.7,31-Jul-24,https://nsearchives.nseindia.com/365d/AHLUCONT-EQ.svg,01-Jul-25,0.81,46847,8733,18.64%
NIFTY TOTAL MARKET,0,TEAMLEASE,TEAMLEASEEQN,1890,2100,1802.7,1838.8,1834.7,4.1,0.22,20940244755,3586,1641.2,459082,0,882387739.7,,48.72281093,-12.03997075,-47.83,31-Jul-24,https://nsearchives.nseindia.com/365d/TEAMLEASE-EQ.svg,01-Jul-25,-8.74,18905,440177,2328.36%
NIFTY TOTAL MARKET,0,GMMPFAUDLR,GMMPFAUDLREQN,1403,1418,1362.9,1406,1403,3,0.21,47042292574,1530,991.1,121847,0,170851426.5,,8.104575163,-41.86257693,-2.9,31-Jul-24,https://nsearchives.nseindia.com/365d/GMMPFAUDLR-EQ.svg,01-Jul-25,15.56,253541,-131694,-51.94%
NIFTY TOTAL MARKET,0,KAJARIACER,KAJARIACEREQN,1180,1217.9,1178,1179,1177,2,0.17,97767211616,1578.7,758.7,549053,0,654789626.7,,25.31829987,-55.39739027,-20.57,31-Jul-24,https://nsearchives.nseindia.com/365d/KAJARIACER-EQ.svg,01-Jul-25,9.53,5426576,-4877523,-89.88%
NIFTY TOTAL MARKET,0,RAINBOW,RAINBOWEQN,1525,1539.8,1522,1526.7,1524.4,2.3,0.15,76035281820,1709.6,1129,189697,0,289750785.7,,10.69840898,-35.2258636,28.69,31-Jul-24,https://nsearchives.nseindia.com/365d/RAINBOW-EQ.svg,01-Jul-25,-3.05,100309,89388,89.11%
NIFTY TOTAL MARKET,0,SAPPHIRE,SAPPHIREEQN,317.5,326.45,316.8,317,316.6,0.4,0.13,74797069678,401,275.8,217298,0,69813501.44,,20.94763092,-14.93836113,-80.83,31-Jul-24,https://nsearchives.nseindia.com/365d/SAPPHIRE-EQ.svg,01-Jul-25,-3.21,369401,-152103,-41.18%
NIFTY TOTAL MARKET,0,CHEMPLASTS,CHEMPLASTSEQN,416.85,423.7,416.85,417.35,416.85,0.5,0.12,29699046859,602.35,379,29737,0,12479132.05,,30.71304059,-10.11873351,-24.13,31-Jul-24,https://nsearchives.nseindia.com/365d/CHEMPLASTS-EQ.svg,01-Jul-25,-5.08,76806,-47069,-61.28%
NIFTY TOTAL MARKET,0,HONASA,HONASAEQN,271.3,276.8,270.1,272.25,271.95,0.3,0.11,37355667268,547,197.51,169733,0,46515328.65,,50.2285192,-37.84112197,-41.53,31-Jul-24,https://nsearchives.nseindia.com/365d/HONASA-EQ.svg,01-Jul-25,-10.19,756575,-586842,-77.57%
NIFTY TOTAL MARKET,0,EASEMYTRIP,EASEMYTRIPEQN,9.82,10.02,9.78,9.83,9.82,0.01,0.1,18361187409,22.19,9.78,11559739,0,114210221.3,,55.70076611,-0.511247444,-76.25,31-Jul-24,https://nsearchives.nseindia.com/365d/EASEMYTRIP-EQ.svg,01-Jul-25,-6.83,10012430,1547309,15.45%
NIFTY TOTAL MARKET,0,SHOPERSTOP,SHOPERSTOPEQN,521.9,552.75,516,520.1,519.6,0.5,0.1,19400938881,943.4,467.15,126572,0,67861577.8,,44.86962052,-11.33468907,-33.43,31-Jul-24,https://nsearchives.nseindia.com/365d/SHOPERSTOP-EQ.svg,01-Jul-25,3.72,22310,104262,467.33%
NIFTY TOTAL MARKET,0,CDSL,CDSLEQN,1480,1494,1462.9,1481.9,1480.8,1.1,0.07,2.63E+11,1989.8,1047.45,2222837,0,3294155521,,25.52517841,-41.47692014,-40.8,31-Jul-24,https://nsearchives.nseindia.com/365d/CDSL-EQ.svg,01-Jul-25,-17.62,2862587,-639750,-22.35%
NIFTY TOTAL MARKET,0,DCBBANK,DCBBANKEQN,133.2,137.85,131.25,134.58,134.57,0.01,0.01,35587658259,150.79,101.41,2186092,0,293504711.9,,10.75004974,-32.70880584,6.43,31-Jul-24,https://nsearchives.nseindia.com/365d/DCBBANK-EQ.svg,01-Jul-25,-8.46,6728106,-4542014,-67.51%
NIFTY TOTAL MARKET,0,GESHIP,GESHIPEQN,928,944.85,913.1,940,939.9,0.1,0.01,92943140728,1420,797.5,293566,0,272203202.2,,33.8028169,-17.86833856,-32.27,31-Jul-24,https://nsearchives.nseindia.com/365d/GESHIP-EQ.svg,01-Jul-25,-4.07,123090,170476,138.50%
NIFTY TOTAL MARKET,0,ROSSARI,ROSSARIEQN,708.95,713.1,693.45,705,705.1,-0.1,-0.01,12420091425,972.7,569,47188,0,33157120.08,,27.52133237,-23.90158172,-15.48,31-Jul-24,https://nsearchives.nseindia.com/365d/ROSSARI-EQ.svg,01-Jul-25,4.25,60893,-13705,-22.51%
NIFTY TOTAL MARKET,0,INDIGOPNTS,INDIGOPNTSEQN,1200,1223,1194.4,1199.8,1200,-0.2,-0.02,24496542300,1720.3,910,30719,0,37052950.61,,30.25635064,-31.84615385,-19.94,31-Jul-24,https://nsearchives.nseindia.com/365d/INDIGOPNTS-EQ.svg,01-Jul-25,1.65,28528,2191,7.68%
NIFTY TOTAL MARKET,0,ANANTRAJ,ANANTRAJEQN,562.9,572,561.15,564.35,564.6,-0.25,-0.04,76548694839,947.9,376.15,1134453,0,641703339.5,,40.46312902,-50.03323142,1.71,31-Jul-24,https://nsearchives.nseindia.com/365d/ANANTRAJ-EQ.svg,01-Jul-25,-0.06,1722601,-588148,-34.14%
NIFTY TOTAL MARKET,0,ALKYLAMINE,ALKYLAMINEEQN,2369,2400,2278.4,2347.3,2348.2,-0.9,-0.04,32419611328,2498.85,1508,159992,0,375738012.2,,6.064789803,-55.65649867,10.55,31-Jul-24,https://nsearchives.nseindia.com/365d/ALKYLAMINE-EQ.svg,01-Jul-25,1.97,181995,-22003,-12.09%
NIFTY TOTAL MARKET,0,BBTC,BBTCEQN,1890,1945.1,1890,1896,1896.8,-0.8,-0.04,32741558657,2975,1607.05,37820,0,72625367.8,,36.26890756,-17.98014996,-16.79,31-Jul-24,https://nsearchives.nseindia.com/365d/BBTC-EQ.svg,01-Jul-25,-5.1,28428,9392,33.04%
NIFTY TOTAL MARKET,0,JYOTHYLAB,JYOTHYLABEQN,335.95,341.95,330.4,332.25,332.4,-0.15,-0.05,45103311613,595.85,300.1,283045,0,95199355.3,,44.23932198,-10.71309563,-36.9,31-Jul-24,https://nsearchives.nseindia.com/365d/JYOTHYLAB-EQ.svg,01-Jul-25,-3.99,296510,-13465,-4.54%
NIFTY TOTAL MARKET,0,FINEORG,FINEORGEQN,5278,5360,5191,5300.5,5302.8,-2.5,-0.05,40603598690,5800,3407,14465,0,76464593.7,,8.612068966,-55.57675374,-4.2,31-Jul-24,https://nsearchives.nseindia.com/365d/FINEORG-EQ.svg,01-Jul-25,4.51,12408,2057,16.58%
NIFTY TOTAL MARKET,0,JCHAC,JCHACEQN,1737,1759.9,1737,1741,1743.2,-2.2,-0.13,11884633235,2620.1,1600.65,16940,0,29508463.6,,33.5521545,-8.768312873,-14.16,31-Jul-24,https://nsearchives.nseindia.com/365d/JCHAC-EQ.svg,01-Jul-25,-0.03,7167,9773,136.36%
